6.69e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,6.69e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,6.69e-03,9.88e-01,9.86e-01,9.92e-01,9.88e-01,9.88e-01,9.81e-01,9.85e-01,9.90e-01,9.92e-01,9.80e-01,9.92e-01,9.84e-01,9.91e-01,9.69e-01,9.93e-01,9.92e-01,9.93e-01,9.87e-01,9.90e-01,9.79e-01,9.88e-01,9.93e-01,9.79e-01,9.68e-01,9.93e-01,9.81e-01,9.84e-01,9.87e-01,9.87e-01
9.93e-01,9.93e-01,9.88e-01,6.69e-03,2.83e-01,2.27e-01,9.90e-01,9.90e-01,9.86e-01,9.58e-01,9.85e-01,9.84e-01,9.87e-01,9.90e-01,9.90e-01,9.90e-01,9.91e-01,9.93e-01,9.84e-01,9.91e-01,9.86e-01,9.91e-01,9.80e-01,9.74e-01,9.88e-01,9.91e-01,9.88e-01,9.93e-01,9.91e-01,9.82e-01,9.83e-01,9.86e-01
9.93e-01,9.93e-01,9.86e-01,2.83e-01,6.69e-03,1.51e-02,9.91e-01,9.91e-01,9.88e-01,9.59e-01,9.87e-01,9.85e-01,9.89e-01,9.89e-01,9.91e-01,9.91e-01,9.92e-01,9.93e-01,9.87e-01,9.93e-01,9.88e-01,9.90e-01,9.46e-01,9.59e-01,9.93e-01,9.91e-01,9.88e-01,9.93e-01,9.92e-01,9.86e-01,9.79e-01,9.90e-01
9.93e-01,9.93e-01,9.92e-01,2.27e-01,1.51e-02,6.69e-03,9.92e-01,9.92e-01,9.90e-01,9.58e-01,9.87e-01,9.85e-01,9.86e-01,9.88e-01,9.93e-01,9.90e-01,9.91e-01,9.93e-01,9.86e-01,9.93e-01,9.87e-01,9.91e-01,9.52e-01,9.58e-01,9.93e-01,9.92e-01,9.88e-01,9.93e-01,9.91e-01,9.86e-01,9.77e-01,9.91e-01
9.93e-01,9.93e-01,9.88e-01,9.90e-01,9.91e-01,9.92e-01,6.69e-03,6.69e-03,3.17e-01,9.92e-01,9.93e-01,9.92e-01,9.93e-01,9.92e-01,9.83e-01,9.90e-01,9.91e-01,9.93e-01,9.85e-01,9.93e-01,9.86e-01,9.90e-01,9.89e-01,9.87e-01,9.93e-01,9.83e-01,9.92e-01,9.93e-01,9.39e-01,9.77e-01,9.53e-01,9.91e-01
9.93e-01,9.93e-01,9.88e-01,9.90e-01,9.91e-01,9.92e-01,6.69e-03,6.69e-03,3.17e-01,9.92e-01,9.93e-01,9.92e-01,9.93e-01,9.92e-01,9.83e-01,9.90e-01,9.91e-01,9.93e-01,9.85e-01,9.93e-01,9.86e-01,9.90e-01,9.89e-01,9.87e-01,9.93e-01,9.83e-01,9.92e-01,9.93e-01,9.39e-01,9.85e-01,9.53e-01,9.91e-01
9.93e-01,9.93e-01,9.81e-01,9.86e-01,9.88e-01,9.90e-01,3.17e-01,3.17e-01,6.69e-03,9.91e-01,9.93e-01,9.91e-01,9.93e-01,9.91e-01,9.66e-01,9.87e-01,9.89e-01,9.93e-01,9.73e-01,9.93e-01,9.76e-01,9.86e-01,9.85e-01,9.80e-01,9.93e-01,9.66e-01,9.92e-01,9.93e-01,7.42e-01,9.87e-01,8.26e-01,9.90e-01
9.93e-01,9.93e-01,9.85e-01,9.58e-01,9.59e-01,9.58e-01,9.92e-01,9.92e-01,9.91e-01,6.69e-03,9.87e-01,9.83e-01,9.88e-01,9.89e-01,9.93e-01,9.91e-01,9.92e-01,9.92e-01,9.89e-01,9.92e-01,9.89e-01,9.91e-01,9.77e-01,9.70e-01,9.93e-01,9.79e-01,9.84e-01,9.92e-01,9.92e-01,9.88e-01,9.82e-01,9.82e-01
9.93e-01,9.93e-01,9.90e-01,9.85e-01,9.87e-01,9.87e-01,9.93e-01,9.93e-01,9.93e-01,9.87e-01,6.69e-03,8.84e-01,1.23e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.77e-01,9.85e-01,9.65e-01,9.92e-01,9.93e-01,9.93e-01,9.93e-01,9.84e-01,9.93e-01,9.27e-01,9.62e-01,9.93e-01,9.93e-01,9.93e-01,9.81e-01
9.93e-01,9.93e-01,9.92e-01,9.84e-01,9.85e-01,9.85e-01,9.92e-01,9.92e-01,9.91e-01,9.83e-01,8.84e-01,6.69e-03,5.02e-01,9.92e-01,9.93e-01,9.91e-01,9.92e-01,9.93e-01,9.81e-01,9.90e-01,9.84e-01,9.93e-01,9.92e-01,9.88e-01,9.93e-01,9.90e-01,9.63e-01,9.85e-01,9.91e-01,9.90e-01,9.92e-01,9.92e-01
9.93e-01,9.93e-01,9.80e-01,9.87e-01,9.89e-01,9.86e-01,9.93e-01,9.93e-01,9.93e-01,9.88e-01,1.23e-01,5.02e-01,6.69e-03,9.84e-01,9.93e-01,9.93e-01,9.93e-01,9.81e-01,9.87e-01,9.73e-01,9.92e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.42e-01,9.67e-01,9.93e-01,9.93e-01,9.93e-01,9.84e-01
9.93e-01,9.93e-01,9.92e-01,9.90e-01,9.89e-01,9.88e-01,9.92e-01,9.92e-01,9.91e-01,9.89e-01,9.93e-01,9.92e-01,9.84e-01,6.69e-03,9.93e-01,9.91e-01,9.92e-01,9.93e-01,9.92e-01,9.89e-01,9.92e-01,9.85e-01,9.86e-01,9.81e-01,9.93e-01,9.89e-01,9.88e-01,9.93e-01,9.91e-01,9.87e-01,9.81e-01,9.92e-01
9.93e-01,9.93e-01,9.84e-01,9.90e-01,9.91e-01,9.93e-01,9.83e-01,9.83e-01,9.66e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,6.69e-03,9.93e-01,9.93e-01,9.65e-01,9.93e-01,9.93e-01,9.93e-01,9.78e-01,9.87e-01,9.83e-01,9.93e-01,9.83e-01,9.93e-01,9.93e-01,9.93e-01,9.91e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.91e-01,9.90e-01,9.91e-01,9.90e-01,9.90e-01,9.90e-01,9.87e-01,9.91e-01,9.93e-01,9.91e-01,9.93e-01,9.91e-01,9.93e-01,6.69e-03,9.89e-01,9.93e-01,9.90e-01,9.93e-01,9.91e-01,9.93e-01,9.91e-01,9.90e-01,9.93e-01,9.92e-01,9.92e-01,9.93e-01,9.89e-01,9.90e-01,9.90e-01,9.47e-01
9.93e-01,9.93e-01,9.69e-01,9.91e-01,9.92e-01,9.91e-01,9.91e-01,9.91e-01,9.89e-01,9.92e-01,9.93e-01,9.92e-01,9.93e-01,9.92e-01,9.93e-01,9.89e-01,6.69e-03,9.93e-01,9.70e-01,9.71e-01,9.92e-01,9.93e-01,9.92e-01,9.91e-01,9.93e-01,9.82e-01,9.92e-01,9.93e-01,9.90e-01,9.91e-01,9.91e-01,9.91e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.92e-01,9.77e-01,9.93e-01,9.81e-01,9.93e-01,9.65e-01,9.93e-01,9.93e-01,6.69e-03,4.63e-01,8.23e-01,4.74e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.77e-01,9.35e-01,9.93e-01,9.93e-01,9.93e-01,9.89e-01
9.93e-01,9.93e-01,9.92e-01,9.84e-01,9.87e-01,9.86e-01,9.85e-01,9.85e-01,9.73e-01,9.89e-01,9.85e-01,9.81e-01,9.87e-01,9.92e-01,9.93e-01,9.90e-01,9.70e-01,4.63e-01,6.69e-03,7.82e-01,6.22e-02,9.93e-01,9.92e-01,9.89e-01,9.87e-01,9.84e-01,9.89e-01,9.88e-01,9.80e-01,9.90e-01,9.83e-01,9.91e-01
9.93e-01,9.93e-01,9.93e-01,9.91e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.92e-01,9.65e-01,9.90e-01,9.73e-01,9.89e-01,9.93e-01,9.93e-01,9.71e-01,8.23e-01,7.82e-01,6.69e-03,8.38e-01,9.93e-01,9.93e-01,9.93e-01,9.89e-01,9.87e-01,9.65e-01,8.92e-01,9.93e-01,9.93e-01,9.93e-01,9.89e-01
9.93e-01,9.93e-01,9.87e-01,9.86e-01,9.88e-01,9.87e-01,9.86e-01,9.86e-01,9.76e-01,9.89e-01,9.92e-01,9.84e-01,9.92e-01,9.92e-01,9.93e-01,9.91e-01,9.92e-01,4.74e-01,6.22e-02,8.38e-01,6.69e-03,9.93e-01,9.87e-01,9.89e-01,9.93e-01,9.81e-01,9.89e-01,9.88e-01,9.82e-01,9.90e-01,9.84e-01,9.92e-01
9.93e-01,9.93e-01,9.90e-01,9.91e-01,9.90e-01,9.91e-01,9.90e-01,9.90e-01,9.86e-01,9.91e-01,9.93e-01,9.93e-01,9.93e-01,9.85e-01,9.78e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,6.69e-03,9.80e-01,9.63e-01,9.93e-01,9.84e-01,9.91e-01,9.93e-01,9.93e-01,9.85e-01,9.78e-01,9.93e-01
9.93e-01,9.93e-01,9.79e-01,9.80e-01,9.46e-01,9.52e-01,9.89e-01,9.89e-01,9.85e-01,9.77e-01,9.93e-01,9.92e-01,9.93e-01,9.86e-01,9.87e-01,9.91e-01,9.92e-01,9.93e-01,9.92e-01,9.93e-01,9.87e-01,9.80e-01,6.69e-03,4.45e-01,9.93e-01,9.90e-01,9.89e-01,9.93e-01,9.89e-01,9.78e-01,9.45e-01,9.92e-01
9.93e-01,9.93e-01,9.88e-01,9.74e-01,9.59e-01,9.58e-01,9.87e-01,9.87e-01,9.80e-01,9.70e-01,9.93e-01,9.88e-01,9.93e-01,9.81e-01,9.83e-01,9.90e-01,9.91e-01,9.93e-01,9.89e-01,9.93e-01,9.89e-01,9.63e-01,4.45e-01,6.69e-03,9.93e-01,9.88e-01,9.87e-01,9.93e-01,9.91e-01,9.82e-01,9.79e-01,9.91e-01
9.93e-01,9.93e-01,9.93e-01,9.88e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.84e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.87e-01,9.89e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,6.69e-03,9.93e-01,9.90e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.79e-01,9.91e-01,9.91e-01,9.92e-01,9.83e-01,9.83e-01,9.66e-01,9.79e-01,9.93e-01,9.90e-01,9.93e-01,9.89e-01,9.83e-01,9.92e-01,9.82e-01,9.93e-01,9.84e-01,9.87e-01,9.81e-01,9.84e-01,9.90e-01,9.88e-01,9.93e-01,6.69e-03,9.90e-01,9.90e-01,9.87e-01,9.87e-01,9.88e-01,9.92e-01
9.93e-01,9.93e-01,9.68e-01,9.88e-01,9.88e-01,9.88e-01,9.92e-01,9.92e-01,9.92e-01,9.84e-01,9.27e-01,9.63e-01,9.42e-01,9.88e-01,9.93e-01,9.92e-01,9.92e-01,9.77e-01,9.89e-01,9.65e-01,9.89e-01,9.91e-01,9.89e-01,9.87e-01,9.90e-01,9.90e-01,6.69e-03,9.63e-01,9.92e-01,9.91e-01,9.87e-01,9.85e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.92e-01,9.62e-01,9.85e-01,9.67e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.35e-01,9.88e-01,8.92e-01,9.88e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.90e-01,9.63e-01,6.69e-03,9.93e-01,9.93e-01,9.93e-01,9.91e-01
9.93e-01,9.93e-01,9.81e-01,9.91e-01,9.92e-01,9.91e-01,9.39e-01,9.39e-01,7.42e-01,9.92e-01,9.93e-01,9.91e-01,9.93e-01,9.91e-01,9.93e-01,9.89e-01,9.90e-01,9.93e-01,9.80e-01,9.93e-01,9.82e-01,9.93e-01,9.89e-01,9.91e-01,9.93e-01,9.87e-01,9.92e-01,9.93e-01,6.69e-03,8.95e-01,4.01e-01,9.91e-01
9.93e-01,9.93e-01,9.84e-01,9.82e-01,9.86e-01,9.86e-01,9.77e-01,9.85e-01,9.87e-01,9.88e-01,9.93e-01,9.90e-01,9.93e-01,9.87e-01,9.91e-01,9.90e-01,9.91e-01,9.93e-01,9.90e-01,9.93e-01,9.90e-01,9.85e-01,9.78e-01,9.82e-01,9.93e-01,9.87e-01,9.91e-01,9.93e-01,8.95e-01,6.69e-03,6.48e-01,9.83e-01
9.93e-01,9.93e-01,9.87e-01,9.83e-01,9.79e-01,9.77e-01,9.53e-01,9.53e-01,8.26e-01,9.82e-01,9.93e-01,9.92e-01,9.93e-01,9.81e-01,9.93e-01,9.90e-01,9.91e-01,9.93e-01,9.83e-01,9.93e-01,9.84e-01,9.78e-01,9.45e-01,9.79e-01,9.93e-01,9.88e-01,9.87e-01,9.93e-01,4.01e-01,6.48e-01,6.69e-03,9.91e-01
9.93e-01,9.93e-01,9.87e-01,9.86e-01,9.90e-01,9.91e-01,9.91e-01,9.91e-01,9.90e-01,9.82e-01,9.81e-01,9.92e-01,9.84e-01,9.92e-01,9.93e-01,9.47e-01,9.91e-01,9.89e-01,9.91e-01,9.89e-01,9.92e-01,9.93e-01,9.92e-01,9.91e-01,9.93e-01,9.92e-01,9.85e-01,9.91e-01,9.91e-01,9.83e-01,9.91e-01,6.69e-03
