6.69e-03,9.62e-01,9.78e-01,9.74e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.62e-01,6.69e-03,8.89e-01,7.19e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.78e-01,8.89e-01,6.69e-03,9.21e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.90e-01,9.77e-01,9.78e-01,9.88e-01,9.75e-01,9.77e-01,9.89e-01,9.80e-01,9.78e-01,9.89e-01,9.83e-01,9.91e-01,9.77e-01,9.79e-01,9.90e-01,9.89e-01,9.89e-01,9.90e-01,9.83e-01,9.88e-01,9.76e-01,9.86e-01,9.81e-01,9.77e-01,9.81e-01,9.83e-01,9.89e-01,9.83e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.74e-01,7.19e-03,9.21e-01,6.69e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,6.69e-03,7.31e-03,9.63e-01,9.71e-01,9.10e-01,9.60e-01,9.10e-01,9.66e-01,9.22e-01,8.67e-01,9.55e-03,9.18e-01,9.00e-01,8.95e-01,3.15e-01,9.10e-01,8.34e-01,9.10e-01,9.59e-01,9.03e-01,7.00e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,7.31e-03,6.69e-03,9.42e-01,9.74e-01,8.61e-01,9.19e-01,9.10e-01,9.72e-01,9.31e-01,9.29e-01,9.55e-03,9.39e-01,9.10e-01,8.89e-01,3.15e-01,9.10e-01,9.18e-01,8.89e-01,9.72e-01,8.87e-01,8.47e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.63e-01,9.42e-01,6.69e-03,9.66e-01,9.35e-01,8.94e-01,9.32e-01,9.74e-01,9.44e-01,9.31e-01,9.65e-01,9.65e-01,9.54e-01,9.83e-01,9.67e-01,4.49e-01,8.79e-01,9.10e-01,9.67e-01,9.47e-01,9.38e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.71e-01,9.74e-01,9.66e-01,6.69e-03,8.92e-01,9.78e-01,9.56e-01,9.40e-01,9.68e-01,9.52e-01,9.42e-01,9.68e-01,9.58e-01,9.75e-01,9.46e-01,8.64e-01,9.65e-01,9.66e-01,9.23e-01,6.97e-01,9.61e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.10e-01,8.61e-01,9.35e-01,8.92e-01,6.69e-03,9.58e-01,3.19e-02,8.73e-01,9.33e-01,9.52e-01,5.76e-01,9.24e-01,3.19e-02,8.11e-01,9.60e-01,7.45e-03,9.47e-01,3.19e-02,7.39e-01,3.19e-02,3.19e-02,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.60e-01,9.19e-01,8.94e-01,9.78e-01,9.58e-01,6.69e-03,9.61e-01,9.48e-01,8.01e-01,9.03e-01,7.39e-01,7.39e-01,7.64e-01,9.83e-01,8.13e-01,8.90e-01,9.62e-01,9.49e-01,9.83e-01,9.81e-01,9.59e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.10e-01,9.10e-01,9.32e-01,9.56e-01,3.19e-02,9.61e-01,6.69e-03,9.06e-01,7.32e-01,9.29e-01,7.12e-01,8.03e-01,7.61e-03,8.67e-01,8.76e-01,3.19e-02,8.90e-01,8.41e-03,8.69e-01,7.61e-03,8.41e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.66e-01,9.72e-01,9.74e-01,9.40e-01,8.73e-01,9.48e-01,9.06e-01,6.69e-03,1.50e-02,9.51e-01,9.52e-01,9.45e-01,9.24e-01,9.68e-01,9.36e-01,4.65e-01,7.83e-01,5.34e-01,8.83e-01,8.56e-01,1.50e-02,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.22e-01,9.31e-01,9.44e-01,9.68e-01,9.33e-01,8.01e-01,7.32e-01,1.50e-02,6.69e-03,9.21e-01,8.87e-01,7.67e-01,7.22e-01,8.78e-03,9.09e-01,9.37e-01,9.08e-01,6.85e-01,8.78e-03,8.53e-01,7.98e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,8.67e-01,9.29e-01,9.31e-01,9.52e-01,9.52e-01,9.03e-01,9.29e-01,9.51e-01,9.21e-01,6.69e-03,1.80e-01,1.80e-01,3.15e-01,9.63e-01,3.22e-01,9.33e-01,9.20e-01,9.29e-01,9.04e-01,8.49e-01,9.59e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.55e-03,9.55e-03,9.65e-01,9.42e-01,5.76e-01,7.39e-01,7.12e-01,9.52e-01,8.87e-01,1.80e-01,6.69e-03,6.69e-03,2.40e-02,8.92e-01,2.27e-02,5.76e-01,9.48e-01,9.04e-01,8.77e-01,7.91e-01,8.94e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.18e-01,9.39e-01,9.65e-01,9.68e-01,9.24e-01,7.39e-01,8.03e-01,9.45e-01,7.67e-01,1.80e-01,6.69e-03,6.69e-03,9.53e-03,9.40e-01,1.02e-02,9.00e-01,8.88e-01,4.29e-01,2.66e-01,8.50e-01,8.20e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.00e-01,9.10e-01,9.54e-01,9.58e-01,3.19e-02,7.64e-01,7.61e-03,9.24e-01,7.22e-01,3.15e-01,2.40e-02,9.53e-03,6.69e-03,9.06e-01,8.37e-02,3.19e-02,9.11e-01,8.41e-03,7.72e-01,7.61e-03,8.41e-03,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,8.95e-01,8.89e-01,9.83e-01,9.75e-01,8.11e-01,9.83e-01,8.67e-01,9.68e-01,8.78e-03,9.63e-01,8.92e-01,9.40e-01,9.06e-01,6.69e-03,9.69e-01,9.12e-01,9.52e-01,9.06e-01,8.78e-03,9.01e-01,9.36e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,3.15e-01,3.15e-01,9.67e-01,9.46e-01,9.60e-01,8.13e-01,8.76e-01,9.36e-01,9.09e-01,3.22e-01,2.27e-02,1.02e-02,8.37e-02,9.69e-01,6.69e-03,9.51e-01,9.34e-01,2.11e-01,9.60e-01,8.98e-01,9.50e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.10e-01,9.10e-01,4.49e-01,8.64e-01,7.45e-03,8.90e-01,3.19e-02,4.65e-01,9.37e-01,9.33e-01,5.76e-01,9.00e-01,3.19e-02,9.12e-01,9.51e-01,6.69e-03,7.28e-01,3.19e-02,4.83e-01,3.19e-02,3.19e-02,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.93e-01,9.93e-01,9.93e-01,9.93e-01,8.34e-01,9.18e-01,8.79e-01,9.65e-01,9.47e-01,9.62e-01,8.90e-01,7.83e-01,9.08e-01,9.20e-01,9.48e-01,8.88e-01,9.11e-01,9.52e-01,9.34e-01,7.28e-01,6.69e-03,7.63e-01,9.25e-01,2.66e-01,6.76e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
